Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC),,,Row Labels
TAGGED,401020603,AK,DIPC,H,MACAULAY,1991,TAHINI R,TAHINI R,CHINOOK,FED FRY     ,0.62,43,1992,TAHINI R 115-32,5/20/1992,27204,28161,C,1,AD,,,,COMBINE WITH 0401020602,,,
TAGGED,44441,AK,DIPC,H,MACAULAY,1993,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,31,147,1995,THANE NET PENS 111-40,6/12/1995,14151,14725,,1,AD+LV+TM,H5,02:01.5,DIPAC93CHIN,100% OF RELEASE GROUP RECEIVED AN LV CLIP AND THERMAL MARK,,,
TAGGED,44442,AK,DIPC,H,MACAULAY,1993,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,31,147,1995,THANE NET PENS 111-40,6/12/1995,12332,13733,,1,AD+TM,H5,02:01.5,DIPAC93CHIN,,,,
TAGGED,500402,AK,DIPC,H,MACAULAY,1994,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,26.2,129,1996,THANE NET PENS 111-40,6/13/1996,12441,18472,,1,AD+TM,H4,02:01.4,DIPAC94CHIN,,,,
TAGGED,500403,AK,DIPC,H,MACAULAY,1994,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,26.2,129,1996,THANE NET PENS 111-40,6/13/1996,12082,16951,,1,AD+TM,H4,02:01.4,DIPAC94CHIN,,,,
TAGGED,500428,AK,DIPC,H,MACAULAY,1995,MACAULAY,KING SALMON R,CHINOOK,SMOLT       ,26.49,,1997,THANE NET PENS 111-40,6/10/1997,9899,44664,,1,AD+LV+TM,"H5,3n","2:1.5,2.3n",DIPAC95CHIN,AD+CWT+LV,,,
TAGGED,40937,AK,DIPC,H,MACAULAY,2002,MACAULAY,ANDREW CR 108-40,CHINOOK,SMOLT       ,33.2,,2004,THANE NET PENS 111-40,6/4/2004,9882,70252,,1,AD+TM,H6,02:01.6,DIPAC02CHIN,,,,
TAGGED,41114,AK,DIPC,H,MACAULAY,2003,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,28.55,,2005,THANE NET PENS 111-40,6/7/2005,9424,101968,,1,AD,,,,,,,
TAGGED,41224,AK,DIPC,H,MACAULAY,2004,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,24.69,,2006,THANE NET PENS 111-40,6/15/2006,9224,104812,,1,AD,,,,,,,
TAGGED,41455,AK,DIPC,H,MACAULAY,2005,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,18.5,,2007,THANE NET PENS 111-40,6/6/2007,11597,101093,,1,AD,,,,,,,
TAGGED,44295,AK,DIPC,H,MACAULAY,2014,CRYSTAL CR,ANDREW CR 108-40,CHINOOK,SMOLT       ,39.8,,2016,THANE NET PENS 111-40,6/7/2016,13433,124096,,1,AD,,,,,,,
NOT TAGGED,!01071KRAA02,AK,KRAA,H,PILLAR CREEK,2005,MONASHKA 259-10,,CHINOOK,SMOLT       ,15,,2007,AMERICAN R 259-23,6/9/2007,0,28156,,4,NO MARK,,,,,,,
NOT TAGGED,!01081KRAA01,AK,KRAA,H,PILLAR CREEK,2006,MONASHKA 259-10,,CHINOOK,SMOLT       ,12.7,,2008,AMERICAN R 259-23,5/27/2008,0,22531,,4,NO MARK,,,,,,,
NOT TAGGED,!01081KRAA03,AK,KRAA,H,PILLAR CREEK,2006,MONASHKA 259-10,,CHINOOK,SMOLT       ,13.2,,2008,AMERICAN R 259-23,6/2/2008,0,22441,,4,NO MARK,,,,,,,
NOT TAGGED,!01091KRAA02,AK,KRAA,H,PILLAR CREEK,2007,MONASHKA 259-10,,CHINOOK,SMOLT       ,9.2,,2009,AMERICAN R 259-23,5/25/2009,0,30823,,4,NO MARK,,,,,,,
NOT TAGGED,!01091KRAA03,AK,KRAA,H,PILLAR CREEK,2007,MONASHKA 259-10,,CHINOOK,SMOLT       ,11.3,,2009,AMERICAN R 259-23,6/12/2009,0,20710,,4,NO MARK,,,,,,,
NOT TAGGED,!01101KRAA02,AK,KRAA,H,PILLAR CREEK,2008,MONASHKA 259-10,,CHINOOK,SMOLT       ,14.9,,2010,AMERICAN R 259-23,5/31/2010,0,38996,,4,NO MARK,,,,,,,
NOT TAGGED,!01101KRAA03,AK,KRAA,H,PILLAR CREEK,2008,MONASHKA 259-10,,CHINOOK,SMOLT       ,15.9,,2010,AMERICAN R 259-23,6/16/2010,0,39006,,4,NO MARK,,,,,,,
NOT TAGGED,!01111KRAA02,AK,KRAA,H,PILLAR CREEK,2009,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,15.1,,2011,AMERICAN R 259-23,6/2/2011,0,10061,,4,NO MARK,,,,,,,
NOT TAGGED,!01121KRAA02,AK,KRAA,H,PILLAR CREEK,2010,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,13.9,,2012,AMERICAN R 259-23,6/1/2012,0,39740,,4,NO MARK,,,,,,,
NOT TAGGED,!01131KRAA02,AK,KRAA,H,PILLAR CREEK,2011,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,11,,2013,AMERICAN R 259-23,6/1/2013,0,50072,,4,NO MARK,,,,,,,
NOT TAGGED,!01141KRAA02,AK,KRAA,H,PILLAR CREEK,2012,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,12.5,,2014,AMERICAN R 259-23,5/29/2014,0,70000,,4,NO MARK,,,,,,,
NOT TAGGED,!01151KRAA02,AK,KRAA,H,PILLAR CREEK,2013,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,15.25,,2015,AMERICAN R 259-23,5/28/2015,0,73272,,4,NO MARK,,,,,,,
NOT TAGGED,!01071KRAA04,AK,KRAA,H,PILLAR CREEK,2006,MONASHKA 259-10,,CHINOOK,FINGERLING  ,1.63,,2007,ISLAND LK 259-10,6/28/2007,0,68001,,4,NO MARK,,,,,,,
NOT TAGGED,!01071KRAA05,AK,KRAA,H,PILLAR CREEK,2006,MONASHKA 259-10,,CHINOOK,FINGERLING  ,2.99,,2007,ISLAND LK 259-10,7/23/2007,0,48105,,4,NO MARK,,,,,,,
NOT TAGGED,!12021KRAA01,AK,KRAA,H,PILLAR CREEK,2000,KARLUK LK 255-10,,CHINOOK,SMOLT       ,30,,2002,MONASHKA CR 259-10,5/6/2002,0,60400,,4,NO MARK,,,,,,,
NOT TAGGED,!12031KRAA01,AK,KRAA,H,PILLAR CREEK,2001,KARLUK LK 255-10,,CHINOOK,SMOLT       ,25.26,,2003,MONASHKA CR 259-10,5/19/2003,0,32554,,4,NO MARK,,,,,,,
NOT TAGGED,!12041KRAA01,AK,KRAA,H,PILLAR CREEK,2002,KARLUK LK 255-10,,CHINOOK,SMOLT       ,29.9,,2004,MONASHKA CR 259-10,5/28/2004,0,11252,,4,NO MARK,,,,,,,
NOT TAGGED,!12051KRAA01,AK,KRAA,H,PILLAR CREEK,2003,KARLUK LK 255-10,,CHINOOK,SMOLT       ,15.1,,2005,MONASHKA CR 259-10,5/12/2005,0,72068,,4,NO MARK,,,,,,,
NOT TAGGED,!01061KRAA01,AK,KRAA,H,PILLAR CREEK,2004,MONASHKA 259-10,,CHINOOK,SMOLT       ,20.5,,2006,MONASHKA CR 259-10,5/28/2006,0,29153,,4,NO MARK,,,,,,,
NOT TAGGED,!01071KRAA01,AK,KRAA,H,PILLAR CREEK,2005,MONASHKA 259-10,,CHINOOK,SMOLT       ,15.5,,2007,MONASHKA CR 259-10,6/12/2007,0,46825,,4,NO MARK,,,,,,,
NOT TAGGED,!01081KRAA05,AK,KRAA,H,PILLAR CREEK,2006,MONASHKA 259-10,,CHINOOK,SMOLT       ,15.5,,2008,MONASHKA CR 259-10,6/13/2008,0,58310,,4,NO MARK,,,,,,,
NOT TAGGED,!01091KRAA01,AK,KRAA,H,PILLAR CREEK,2007,MONASHKA 259-10,,CHINOOK,SMOLT       ,15.3,,2009,MONASHKA CR 259-10,6/19/2009,0,79330,,4,NO MARK,,,,,,,
NOT TAGGED,!01101KRAA01,AK,KRAA,H,PILLAR CREEK,2008,MONASHKA 259-10,,CHINOOK,SMOLT       ,17.9,,2010,MONASHKA CR 259-10,6/19/2010,0,81816,,4,NO MARK,,,,,,,
NOT TAGGED,!01111KRAA01,AK,KRAA,H,PILLAR CREEK,2009,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,15.4,,2011,MONASHKA CR 259-10,6/2/2011,0,38840,,4,NO MARK,,,,,,,
NOT TAGGED,!01121KRAA01,AK,KRAA,H,PILLAR CREEK,2010,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,14.5,,2012,MONASHKA CR 259-10,5/31/2012,0,34765,,4,NO MARK,,,,,,,
NOT TAGGED,!01131KRAA01,AK,KRAA,H,PILLAR CREEK,2011,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,12,,2013,MONASHKA CR 259-10,5/28/2013,0,51207,,4,NO MARK,,,,,,,
NOT TAGGED,!01141KRAA01,AK,KRAA,H,PILLAR CREEK,2012,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,13.5,,2014,MONASHKA CR 259-10,5/28/2014,0,70000,,4,NO MARK,,,,,,,
NOT TAGGED,!01151KRAA01,AK,KRAA,H,PILLAR CREEK,2013,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,16.12,,2015,MONASHKA CR 259-10,5/15/2015,0,75082,,4,NO MARK,,,,,,,
NOT TAGGED,!01071KRAA03,AK,KRAA,H,PILLAR CREEK,2005,MONASHKA 259-10,,CHINOOK,SMOLT       ,15,,2007,OLDS R 259-24,6/8/2007,0,28313,,4,NO MARK,,,,,,,
NOT TAGGED,!01081KRAA02,AK,KRAA,H,PILLAR CREEK,2006,MONASHKA 259-10,,CHINOOK,SMOLT       ,14.4,,2008,OLDS R 259-24,5/29/2008,0,22483,,4,NO MARK,,,,,,,
NOT TAGGED,!01081KRAA04,AK,KRAA,H,PILLAR CREEK,2006,MONASHKA 259-10,,CHINOOK,SMOLT       ,15.4,,2008,OLDS R 259-24,6/12/2008,0,22515,,4,NO MARK,,,,,,,
NOT TAGGED,!01091KRAA04,AK,KRAA,H,PILLAR CREEK,2007,MONASHKA 259-10,,CHINOOK,SMOLT       ,10.2,,2009,OLDS R 259-24,5/26/2009,0,32281,,4,NO MARK,,,,,,,
NOT TAGGED,!01091KRAA05,AK,KRAA,H,PILLAR CREEK,2007,MONASHKA 259-10,,CHINOOK,SMOLT       ,11.2,,2009,OLDS R 259-24,6/12/2009,0,21784,,4,NO MARK,,,,,,,
NOT TAGGED,!01101KRAA04,AK,KRAA,H,PILLAR CREEK,2008,MONASHKA 259-10,,CHINOOK,SMOLT       ,13.39,,2010,OLDS R 259-24,5/24/2010,0,38979,,4,NO MARK,,,,,,,
NOT TAGGED,!01101KRAA05,AK,KRAA,H,PILLAR CREEK,2008,MONASHKA 259-10,,CHINOOK,SMOLT       ,14.95,,2010,OLDS R 259-24,6/8/2010,0,39023,,4,NO MARK,,,,,,,
NOT TAGGED,!01111KRAA03,AK,KRAA,H,PILLAR CREEK,2009,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,14.7,,2011,OLDS R 259-24,6/2/2011,0,10057,,4,NO MARK,,,,,,,
NOT TAGGED,!01121KRAA03,AK,KRAA,H,PILLAR CREEK,2010,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,14.5,,2012,OLDS R 259-24,6/1/2012,0,39300,,4,NO MARK,,,,,,,
NOT TAGGED,!01131KRAA03,AK,KRAA,H,PILLAR CREEK,2011,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,10.6,,2013,OLDS R 259-24,6/1/2013,0,40000,,4,NO MARK,,,,,,,
NOT TAGGED,!01141KRAA03,AK,KRAA,H,PILLAR CREEK,2012,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,12.5,,2014,OLDS R 259-24,5/30/2014,0,70000,,4,NO MARK,,,,,,,
NOT TAGGED,!01151KRAA03,AK,KRAA,H,PILLAR CREEK,2013,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,15.25,,2015,OLDS R 259-24,5/27/2015,0,75044,,4,NO MARK,,,,,,,
NOT TAGGED,!01141KRAA04,AK,KRAA,H,PILLAR CREEK,2012,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,12.5,,2014,SALONIE CR 259-22,5/31/2014,0,62561,,4,NO MARK,,,,,,,
NOT TAGGED,!01151KRAA04,AK,KRAA,H,PILLAR CREEK,2013,MONASHKA 259-10,KARLUK LK,CHINOOK,SMOLT       ,15.15,,2015,SALONIE CR 259-22,5/28/2015,0,71042,,4,NO MARK,,,,,,,
TAGGED,44314,AK,KTHC,H,DEER MOUNTAIN,1993,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,17.5,108,1995,KETCHIKAN CR 101-47,5/21/1995,9618,49333,,1,AD,,,,REPLICATE TO 044315,,,
TAGGED,44315,AK,KTHC,H,DEER MOUNTAIN,1993,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,17.5,108,1995,KETCHIKAN CR 101-47,5/21/1995,10148,49332,,1,AD,,,,REPLICATE TO 044314,,,
TAGGED,44502,AK,KTHC,H,DEER MOUNTAIN,1994,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,25.8,130,1996,KETCHIKAN CR 101-47,5/15/1996,10301,40380,,1,AD,,,,,,,
TAGGED,44504,AK,KTHC,H,DEER MOUNTAIN,1994,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,25.8,130,1996,KETCHIKAN CR 101-47,5/15/1996,10310,40381,,1,AD,,,,,,,
TAGGED,44737,AK,KTHC,H,DEER MOUNTAIN,1995,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,18.2,134,1997,KETCHIKAN CR 101-47,5/15/1997,9822,48951,,1,AD,,,,,,,
TAGGED,44738,AK,KTHC,H,DEER MOUNTAIN,1995,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,18.2,134,1997,KETCHIKAN CR 101-47,5/15/1997,9024,48952,,1,AD,,,,,,,
TAGGED,44942,AK,KTHC,H,DEER MOUNTAIN,1996,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,25.1,121,1998,KETCHIKAN CR 101-47,5/15/1998,21499,101316,,1,AD,,,,,,,
TAGGED,40152,AK,KTHC,H,DEER MOUNTAIN,1997,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,22,123,1999,KETCHIKAN CR 101-47,5/10/1999,17447,51411,,1,AD,,,,,,,
TAGGED,40423,AK,KTHC,H,DEER MOUNTAIN,1998,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,20.7,120,2000,KETCHIKAN CR 101-47,5/15/2000,16887,90258,,1,AD,,,,,,,
TAGGED,40171,AK,KTHC,H,DEER MOUNTAIN,1999,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,22.4,123,2001,KETCHIKAN CR 101-47,5/17/2001,21589,89488,,1,AD,,,,,,,
TAGGED,40490,AK,KTHC,H,DEER MOUNTAIN,2000,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,26.3,129,2002,KETCHIKAN CR 101-47,5/22/2002,20644,96026,,1,AD,,,,,,,
TAGGED,40770,AK,KTHC,H,DEER MOUNTAIN,2001,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,21.8,123,2003,KETCHIKAN CR 101-47,5/15/2003,19540,97534,,1,AD,,,,,,,
TAGGED,40945,AK,KTHC,H,DEER MOUNTAIN,2002,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,26.2,148,2004,KETCHIKAN CR 101-47,5/14/2004,16098,85948,,1,AD,,,,,,,
TAGGED,41053,AK,KTHC,H,DEER MOUNTAIN,2003,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,29,141,2005,KETCHIKAN CR 101-47,5/16/2005,8689,25811,,1,AD,,,,,,,
TAGGED,41054,AK,KTHC,H,DEER MOUNTAIN,2003,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,29,141,2005,KETCHIKAN CR 101-47,5/16/2005,20855,51622,,1,AD,,,,,,,
TAGGED,41279,AK,KTHC,H,DEER MOUNTAIN,2004,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,33.3,140,2006,KETCHIKAN CR 101-47,5/15/2006,10531,29889,,1,AD,,,,,,,
TAGGED,41459,AK,KTHC,H,DEER MOUNTAIN,2005,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,33.8,138,2007,KETCHIKAN CR 101-47,5/15/2007,9148,55062,,1,AD,,,,,,,
TAGGED,41673,AK,KTHC,H,DEER MOUNTAIN,2006,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,23.9,142,2008,KETCHIKAN CR 101-47,5/20/2008,10902,59899,,1,AD,,,,,,,
TAGGED,41979,AK,KTHC,H,DEER MOUNTAIN,2007,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,21.3,116,2009,KETCHIKAN CR 101-47,5/20/2009,10185,52483,,1,AD,,,,,,,
TAGGED,42287,AK,KTHC,H,DEER MOUNTAIN,2008,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,25.8,129,2010,KETCHIKAN CR 101-47,5/17/2010,7914,85625,,1,AD,,,,,,,
TAGGED,42669,AK,KTHC,H,DEER MOUNTAIN,2009,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,24.8,144,2011,KETCHIKAN CR 101-47,5/25/2011,6751,59545,,1,AD,,,,,,,
TAGGED,42972,AK,KTHC,H,DEER MOUNTAIN,2010,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,21.4,137,2012,KETCHIKAN CR 101-47,5/22/2012,7194,40195,,1,AD,,,,,,,
TAGGED,43245,AK,KTHC,H,DEER MOUNTAIN,2011,KETCHIKAN CR,UNUK R 101-75,CHINOOK,SMOLT       ,28.24,134,2013,KETCHIKAN CR 101-47,4/23/2013,8959,40261,,1,AD,,,,,,,
TAGGED,470162,AK,MIC,H,TAMGAS CREEK,2008,TAMGAS CR,,CHINOOK,SMOLT       ,20,,2009,CHESTER BAY 101-27,7/15/2009,1988,28983,Z,1,AD,,,,,,,
TAGGED,471625,AK,MIC,H,TAMGAS CREEK,1983,KETCHIKAN CR+LPW,UNUK R 101-75,CHINOOK,SMOLT       ,28.34,,1985,TAMGAS CR 101-25,5/15/1985,42140,391248,,1,AD,,,,,,,
TAGGED,471635,AK,MIC,H,TAMGAS CREEK,1985,LPW+WHITMAN LK,,CHINOOK,SMOLT       ,11.34,,1986,TAMGAS CR 101-25,7/16/1986,43830,555400,T,1,AD,,,,EARLY RELEASE,,,
TAGGED,471638,AK,MIC,H,TAMGAS CREEK,1985,LPW+WHITMAN LK,UNUK R 101-75,CHINOOK,SMOLT       ,23.87,,1987,TAMGAS CR 101-25,4/6/1987,105563,2445700,,1,AD,,,,,,,
TAGGED,471636,AK,MIC,H,TAMGAS CREEK,1986,NEETS+LPW+WHITMAN LK,,CHINOOK,SMOLT       ,8.72,,1987,TAMGAS CR 101-25,6/18/1987,53386,1947300,T,1,AD,,,,EARLY RELEASE,,,
TAGGED,471642,AK,MIC,H,TAMGAS CREEK,1987,UNUK R 101-75,,CHINOOK,SMOLT       ,5.1,,1988,TAMGAS CR 101-25,6/14/1988,160700,1756300,,1,AD,,,,TAG LOSS (AD ONLY'S) UNKNOWN,,,
TAGGED,471605,AK,MIC,H,TAMGAS CREEK,1987,LPW (UNUK R),UNUK R 101-75,CHINOOK,SMOLT       ,22.7,,1989,TAMGAS CR 101-25,5/15/1989,112736,722792,,1,AD,,,,,,,
NOT TAGGED,!13MIC900002,AK,MIC,H,TAMGAS CREEK,1988,TAMGAS CR,,CHINOOK,SMOLT       ,54.4,,1990,TAMGAS CR 101-25,3/1/1990,0,9931,,1,NO MARK,,,,,,,
NOT TAGGED,!13MIC900001,AK,MIC,H,TAMGAS CREEK,1989,TAMGAS CR,,CHINOOK,SMOLT       ,4.49,,1990,TAMGAS CR 101-25,6/15/1990,0,721070,,1,NO MARK,,,,,,,
NOT TAGGED,!13MIC920003,AK,MIC,H,TAMGAS CREEK,1991,TAMGAS CR,,CHINOOK,SMOLT       ,5.3,,1992,TAMGAS CR 101-25,6/11/1992,0,108000,,1,NO MARK,,,,,,,
TAGGED,470109,AK,MIC,H,TAMGAS CREEK,1998,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,24.7,,2000,TAMGAS CR 101-25,5/15/2000,20179,485583,,1,AD,,,,,,,
TAGGED,1201010204,AK,MIC,H,TAMGAS CREEK,1999,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,4.6,,2000,TAMGAS CR 101-25,6/30/2000,15981,102199,,1,AD,,,,,,,
TAGGED,470113,AK,MIC,H,TAMGAS CREEK,1999,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,21,,2001,TAMGAS CR 101-25,5/15/2001,24945,369382,,1,AD,,,,,,,
TAGGED,470116,AK,MIC,H,TAMGAS CREEK,2000,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,6,,2001,TAMGAS CR 101-25,6/15/2001,9874,35055,,1,AD,,,,,,,
TAGGED,470120,AK,MIC,H,TAMGAS CREEK,2000,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,26,,2002,TAMGAS CR 101-25,5/24/2002,20959,544000,,1,AD,,,,,,,
TAGGED,470121,AK,MIC,H,TAMGAS CREEK,2001,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,5.7,,2002,TAMGAS CR 101-25,6/26/2002,20236,296000,,1,AD,,,,,,,
TAGGED,470127,AK,MIC,H,TAMGAS CREEK,2001,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,18.75,,2003,TAMGAS CR 101-25,5/16/2003,24708,340400,,1,AD,,,,,,,
TAGGED,470129,AK,MIC,H,TAMGAS CREEK,2002,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,7.1,,2003,TAMGAS CR 101-25,6/7/2003,10185,272102,,1,AD,,,,,,,
TAGGED,470130,AK,MIC,H,TAMGAS CREEK,2002,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,21.15,,2004,TAMGAS CR 101-25,5/17/2004,15412,297600,,1,AD,,,,,,,
TAGGED,470135,AK,MIC,H,TAMGAS CREEK,2003,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,7.1,,2004,TAMGAS CR 101-25,6/18/2004,5500,327250,,1,AD,,,,,,,
TAGGED,470139,AK,MIC,H,TAMGAS CREEK,2004,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,9.05,101,2005,TAMGAS CR 101-25,6/10/2005,10051,527000,Z,1,AD,,,,,,,
TAGGED,470146,AK,MIC,H,TAMGAS CREEK,2005,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,8.6,,2006,TAMGAS CR 101-25,6/18/2006,4971,363418,Z,1,AD,,,,,,,
TAGGED,470151,AK,MIC,H,TAMGAS CREEK,2006,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,6.85,,2007,TAMGAS CR 101-25,6/28/2007,4538,147468,,1,AD,,,,,,,
TAGGED,470156,AK,MIC,H,TAMGAS CREEK,2006,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,21.5,,2008,TAMGAS CR 101-25,5/21/2008,9699,70724,,1,AD,,,,,,,
TAGGED,470152,AK,MIC,H,TAMGAS CREEK,2007,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,6,,2008,TAMGAS CR 101-25,6/28/2008,2810,169203,,1,AD,,,,,,,
TAGGED,470157,AK,MIC,H,TAMGAS CREEK,2007,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,6.2,,2008,TAMGAS CR 101-25,6/28/2008,5799,242436,Z,1,AD,,,,,,,
TAGGED,470161,AK,MIC,H,TAMGAS CREEK,2008,TAMGAS CR,,CHINOOK,SMOLT       ,6.88,,2009,TAMGAS CR 101-25,6/28/2009,4998,141991,Z,1,AD,,,,,,,
TAGGED,470167,AK,MIC,H,TAMGAS CREEK,2008,TAMGAS CR,,CHINOOK,SMOLT       ,22.55,,2010,TAMGAS CR 101-25,5/14/2010,9186,126006,,1,AD,,,,,,,
TAGGED,470166,AK,MIC,H,TAMGAS CREEK,2009,TAMGAS CR,,CHINOOK,SMOLT       ,10.25,,2010,TAMGAS CR 101-25,6/9/2010,9742,138042,,1,AD,,,,,,,
TAGGED,470172,AK,MIC,H,TAMGAS CREEK,2009,TAMGAS CR,,CHINOOK,SMOLT       ,23.3,,2011,TAMGAS CR 101-25,5/16/2011,14716,251000,,1,AD,,,,,,,
TAGGED,470174,AK,MIC,H,TAMGAS CREEK,2010,TAMGAS CR,,CHINOOK,SMOLT       ,23,,2012,TAMGAS CR 101-25,5/18/2012,15054,299667,,1,AD,,,,,,,
TAGGED,470180,AK,MIC,H,TAMGAS CREEK,2011,TAMGAS CR,,CHINOOK,SMOLT       ,20.05,,2013,TAMGAS CR 101-25,5/16/2013,15034,334003,,1,AD,,,,,,,
TAGGED,470115,AK,MIC,H,TAMGAS CREEK,2000,TAMGAS CR,UNUK R 101-75,CHINOOK,SMOLT       ,2.8,,2001,TENT CR 101-25,5/31/2001,8321,152500,,1,AD,,,,,,,
NOT TAGGED,!01121NSED01,AK,NSED,H,NORTON SOUND HATCHERY,2012,UNALAKLEET R+OLD WOMAN R,,CHINOOK,ZYGOTE      ,,,2012,SOUTH R 333-60,10/26/2012,0,667,C,3,TM,"3,1H","1:1.3,2.1",SOUTHRIVER12,,,,
NOT TAGGED,!01141NSED01,AK,NSED,H,NORTON SOUND HATCHERY,2014,UNALAKLEET R+OLD WOMAN R,,CHINOOK,ZYGOTE      ,,,2014,SOUTH R 333-60,9/29/2014,0,68500,C,3,TM,"3,1H","1:1.3,2.1",SOUTHRIVER14,,,,
NOT TAGGED,!01151NSED01,AK,NSED,H,NORTON SOUND HATCHERY,2015,UNALAKLEET R+OLD WOMAN R,,CHINOOK,ZYGOTE      ,,,2015,SOUTH R 333-60,9/29/2015,0,93320,C,3,TM,"6,2H","1:1.6,2.2",SOUTHRIVER15,,,,
TAGGED,401011501,AK,NSRA,H,HIDDEN FALLS,1989,FARRAGUT R,FARRAGUT R,CHINOOK,FINGERLING  ,1.6,,1990,FARRAGUT LK 110-14,6/19/1990,10596,16898,R,1,AD,,,,,,,
TAGGED,401011502,AK,NSRA,H,HIDDEN FALLS,1989,FARRAGUT R,FARRAGUT R,CHINOOK,FINGERLING  ,1.6,,1990,FARRAGUT LK 110-14,6/19/1990,7841,12504,R,1,AD,,,,,,,
TAGGED,401010511,AK,NSRA,H,HIDDEN FALLS,1992,HIDDEN FALLS,ANDREW CR 108-40,CHINOOK,FINGERLING  ,0.78,,1993,INDIAN R 112-42,5/25/1993,19078,61706,R,1,AD,,,,,,,
TAGGED,401021311,AK,NSRA,H,HIDDEN FALLS,1992,HIDDEN FALLS,ANDREW CR 108-40,CHINOOK,FINGERLING  ,0.78,,1993,INDIAN R 112-42,5/25/1993,9665,28311,R,1,AD,,,,,,,
